time,seconds_elapsed,x,y,z
1772702152189853000,5.004853,0.020307,0.027612,0.003597
1772702152199903000,5.014903,-0.002361,0.024740,-0.001343
1772702152209952000,5.024952,-0.001366,0.006884,0.005987
1772702152220002000,5.035002,0.003924,0.006057,0.005390
1772702152230051000,5.045051,0.006542,-0.010017,-0.000594
1772702152240101000,5.055101,0.019525,-0.032486,0.001801
1772702152250150000,5.065150,0.009217,-0.019297,0.012425
1772702152260200000,5.075200,0.023521,-0.003987,0.009580
1772702152270249200,5.085249,-0.003494,0.002998,0.011524
1772702152280299000,5.095299,-0.000448,0.009217,0.003895
1772702152290348000,5.105348,0.007818,0.007117,0.019158
1772702152300398000,5.115398,-0.004657,-0.000929,0.008087
1772702152310447000,5.125447,-0.001827,0.004268,0.008537
1772702152320497200,5.135497,0.010354,-0.002670,0.005250
1772702152330546200,5.145546,0.028477,-0.008283,0.007051
1772702152340596000,5.155596,0.007069,-0.007846,0.009295
1772702152350645000,5.165645,0.006389,-0.005870,0.000616
1772702152360695000,5.175695,-0.000014,0.015925,0.010343
1772702152370744000,5.185744,-0.004684,0.009990,0.004809
1772702152380794000,5.195794,0.014346,0.002375,0.002866
1772702152390843100,5.205843,0.010255,-0.010903,0.005562
1772702152400893000,5.215893,0.006937,-0.001754,0.001977
1772702152410942000,5.225942,0.010263,-0.012487,-0.015079
1772702152420992300,5.235992,0.020753,-0.006997,-0.005954
1772702152431042000,5.246042,0.016680,-0.001676,0.001081
1772702152441091000,5.256091,-0.001499,0.011281,-0.003859
1772702152451141000,5.266141,0.011836,0.003348,0.005419
1772702152461190000,5.276190,0.013481,0.007965,0.005266
1772702152471240000,5.286240,0.018426,-0.003322,-0.004762
1772702152481289200,5.296289,0.014798,-0.007788,-0.000572
1772702152491339000,5.306339,0.011383,0.017574,0.010200
1772702152501388000,5.316388,0.011307,0.017502,0.010202
1772702152511437000,5.326437,-0.002724,0.017067,0.014690
1772702152521487000,5.336487,-0.005433,0.020216,0.003318
1772702152531536100,5.346536,0.003510,0.007408,0.013791
1772702152541586200,5.356586,0.003208,-0.008331,-0.011647
1772702152551635000,5.366635,-0.008886,-0.008637,0.010347
1772702152561685200,5.376685,-0.014201,-0.010038,0.004511
1772702152571734500,5.386735,-0.000149,-0.006096,0.005557
1772702152581784600,5.396785,-0.022499,-0.003945,0.009001
1772702152591833300,5.406833,0.000040,-0.001575,0.002717
1772702152601883400,5.416883,0.003795,-0.000736,-0.001920
1772702152611932400,5.426932,0.025236,-0.010237,0.006607
1772702152621982500,5.436982,0.025404,0.005119,0.000470
1772702152632031500,5.447031,0.004109,-0.003577,0.006306
1772702152642081500,5.457082,0.016789,-0.004492,-0.001774
1772702152652130300,5.467130,0.004830,0.003230,0.005257
1772702152662180400,5.477180,-0.012514,0.007929,0.001514
1772702152672229600,5.487230,-0.006967,0.017879,0.006750
1772702152682279400,5.497280,0.015277,0.001397,0.013338
1772702152692328400,5.507328,0.016754,-0.021847,0.007496
1772702152702378500,5.517378,0.005966,-0.001016,0.008394
1772702152712427300,5.527427,0.006036,-0.003524,0.009141
1772702152722477300,5.537477,0.002472,0.004815,-0.002080
