time,seconds_elapsed,z,y,x
1772702692274137900,0.059137939453125,-0.232421875,0.466766357421875,0.8515625
1772702692284188200,0.069188232421875,-0.2380523681640625,0.46539306640625,0.8519287109375
1772702692294238200,0.07923828125,-0.23980712890625,0.4680633544921875,0.8517913818359375
1772702692304288300,0.089288330078125,-0.2371826171875,0.4687957763671875,0.8543701171875
1772702692314338000,0.099338134765625,-0.2389373779296875,0.4687957763671875,0.8524017333984375
1772702692324388000,0.10938818359375,-0.240142822265625,0.4716339111328125,0.84857177734375
1772702692334438100,0.119438232421875,-0.24072265625,0.4722747802734375,0.847442626953125
1772702692344488200,0.12948828125,-0.239654541015625,0.470794677734375,0.84674072265625
1772702692354538200,0.139538330078125,-0.2386474609375,0.4679107666015625,0.8493499755859375
1772702692364588000,0.149588134765625,-0.2386322021484375,0.4658203125,0.8511810302734375
1772702692374637000,0.159636962890625,-0.2393035888671875,0.465179443359375,0.8534698486328125
1772702692384687000,0.16968701171875,-0.2398223876953125,0.4654083251953125,0.8520050048828125
1772702692394737000,0.17973681640625,-0.240142822265625,0.46685791015625,0.8526458740234375
1772702692404787000,0.189786865234375,-0.2386016845703125,0.4672698974609375,0.8527374267578125
1772702692414837200,0.199837158203125,-0.23919677734375,0.4686431884765625,0.853607177734375
1772702692424887300,0.20988720703125,-0.238128662109375,0.470794677734375,0.852691650390625
1772702692434937000,0.21993701171875,-0.238861083984375,0.470062255859375,0.8536376953125
1772702692444987100,0.229987060546875,-0.2392425537109375,0.4690093994140625,0.8523101806640625
1772702692455037200,0.240037109375,-0.239898681640625,0.4683837890625,0.8514556884765625
1772702692465087200,0.250087158203125,-0.2423095703125,0.4705047607421875,0.8509063720703125
1772702692475137000,0.260136962890625,-0.2402191162109375,0.47064208984375,0.85137939453125
1772702692485187000,0.27018701171875,-0.2386627197265625,0.4706573486328125,0.8498077392578125
1772702692495237000,0.280237060546875,-0.2386016845703125,0.471649169921875,0.8490142822265625
1772702692505287200,0.290287109375,-0.2388916015625,0.46990966796875,0.8488006591796875
1772702692515337000,0.3003369140625,-0.240447998046875,0.4708251953125,0.8491058349609375
1772702692525386000,0.310385986328125,-0.240020751953125,0.471649169921875,0.849578857421875
1772702692535436000,0.32043603515625,-0.2381439208984375,0.4726409912109375,0.8501739501953125
1772702692545486000,0.330486083984375,-0.23846435546875,0.4729766845703125,0.8482666015625
1772702692555536100,0.3405361328125,-0.2375335693359375,0.4732208251953125,0.8488311767578125
1772702692565586200,0.350586181640625,-0.2361602783203125,0.4724884033203125,0.852203369140625
1772702692575636200,0.36063623046875,-0.2395477294921875,0.4699249267578125,0.85345458984375
1772702692585686300,0.370686279296875,-0.2415008544921875,0.468963623046875,0.8510284423828125
1772702692595736000,0.380736083984375,-0.2416229248046875,0.4677581787109375,0.8499603271484375
1772702692605786000,0.3907861328125,-0.2380828857421875,0.4683685302734375,0.8514404296875
1772702692615836200,0.400836181640625,-0.236297607421875,0.469146728515625,0.8503265380859375
1772702692625886200,0.41088623046875,-0.236297607421875,0.4703826904296875,0.8502349853515625
1772702692635936000,0.42093603515625,-0.2378387451171875,0.4719696044921875,0.850341796875
1772702692645986000,0.430986083984375,-0.240142822265625,0.46978759765625,0.850830078125
1772702692656036000,0.4410361328125,-0.24151611328125,0.4707489013671875,0.84765625
1772702692666086100,0.451086181640625,-0.239105224609375,0.4705963134765625,0.851287841796875
1772702692676135200,0.46113525390625,-0.2404327392578125,0.47064208984375,0.850555419921875
1772702692686185200,0.471185302734375,-0.23919677734375,0.469970703125,0.8515777587890625
1772702692696235300,0.4812353515625,-0.238677978515625,0.470245361328125,0.85107421875
1772702692706285000,0.49128515625,-0.23785400390625,0.4712371826171875,0.8515167236328125
1772702692716335000,0.501335205078125,-0.2364959716796875,0.4703369140625,0.850372314453125
1772702692726385200,0.51138525390625,-0.2403717041015625,0.4676513671875,0.8512115478515625
1772702692736435200,0.521435302734375,-0.2412109375,0.468536376953125,0.8514556884765625
1772702692746485000,0.531485107421875,-0.2401580810546875,0.4703369140625,0.85101318359375
1772702692756535000,0.54153515625,-0.241119384765625,0.4695892333984375,0.849395751953125
1772702692766585000,0.551585205078125,-0.2413330078125,0.4691619873046875,0.8506011962890625
1772702692776635100,0.56163525390625,-0.24127197265625,0.4681396484375,0.8507843017578125
1772702692786685000,0.571684814453125,-0.24102783203125,0.46856689453125,0.8480377197265625
1772702692796735000,0.58173486328125,-0.239715576171875,0.46697998046875,0.846588134765625
1772702692806785000,0.591784912109375,-0.2401580810546875,0.469146728515625,0.8511199951171875
1772702692816835000,0.6018349609375,-0.2400054931640625,0.470123291015625,0.8537139892578125
