time,seconds_elapsed,z,y,x
1772697856067857200,0.052857177734375,-0.4956817626953125,0.373199462890625,0.77313232421875
1772697856077906200,0.06290625,-0.502532958984375,0.36962890625,0.7678985595703125
1772697856087955000,0.072954833984375,-0.516448974609375,0.363800048828125,0.77325439453125
1772697856098003200,0.083003173828125,-0.5325469970703125,0.3551788330078125,0.781768798828125
1772697856108052000,0.093052001953125,-0.5223388671875,0.35540771484375,0.7887725830078125
1772697856118101000,0.10310107421875,-0.520172119140625,0.3612518310546875,0.78564453125
1772697856128149000,0.11314892578125,-0.530487060546875,0.3673248291015625,0.770904541015625
1772697856138198000,0.123197998046875,-0.5358123779296875,0.3745574951171875,0.7616424560546875
1772697856148247000,0.1332470703125,-0.533843994140625,0.3772125244140625,0.76898193359375
1772697856158296000,0.143296142578125,-0.527191162109375,0.37176513671875,0.7824249267578125
1772697856168344000,0.153343994140625,-0.5241241455078125,0.368194580078125,0.78240966796875
1772697856178393000,0.16339306640625,-0.5103912353515625,0.369354248046875,0.78076171875
1772697856188442000,0.173442138671875,-0.49786376953125,0.364410400390625,0.7749786376953125
1772697856198490000,0.183489990234375,-0.5,0.36273193359375,0.775482177734375
1772697856208539100,0.1935390625,-0.50469970703125,0.365478515625,0.7719268798828125
1772697856218588200,0.203588134765625,-0.510467529296875,0.36761474609375,0.761993408203125
1772697856228636000,0.213635986328125,-0.5206451416015625,0.372222900390625,0.76531982421875
1772697856238685200,0.223685302734375,-0.5233306884765625,0.361724853515625,0.7752838134765625
1772697856248734000,0.23373388671875,-0.5128173828125,0.351104736328125,0.7872467041015625
1772697856258782200,0.2437822265625,-0.52215576171875,0.352142333984375,0.7890167236328125
1772697856268831000,0.2538310546875,-0.5316314697265625,0.343292236328125,0.784423828125
1772697856278880000,0.2638798828125,-0.534698486328125,0.33355712890625,0.7855682373046875
1772697856288928000,0.273927978515625,-0.543701171875,0.3423004150390625,0.783355712890625
1772697856298977000,0.28397705078125,-0.5528411865234375,0.3616485595703125,0.7664031982421875
1772697856309026000,0.294026123046875,-0.556671142578125,0.3829803466796875,0.7423858642578125
1772697856319074000,0.304073974609375,-0.5558013916015625,0.403900146484375,0.7283935546875
1772697856329123000,0.314123046875,-0.544342041015625,0.4137115478515625,0.7215423583984375
1772697856339172000,0.324172119140625,-0.5109405517578125,0.4084625244140625,0.7269287109375
1772697856349221000,0.33422119140625,-0.4950103759765625,0.4058990478515625,0.732574462890625
