time,seconds_elapsed,z,y,x
1772702164008068900,0.06706884765625,0.019711831685900686,-0.009495229304395615,0.0006242602450307459
1772702164018117600,0.07711767578125,-0.017552607825398445,-0.014395166707783937,0.011400177009729668
1772702164028167700,0.087167724609375,-0.006927168914675712,-0.007695029748324304,-0.006192566463234834
1772702164038216700,0.097216796875,0.01013268695771694,0.0067614386926405125,-0.0031605144241126253
1772702164048266800,0.107266845703125,0.005793780970573425,0.019470880803186444,-0.0012317931175464764
1772702164058315800,0.117315673828125,0.010732406416535377,0.02048745570089668,0.007864527396601624
1772702164068365800,0.12736572265625,0.013273907592892646,-0.013560049324203282,-0.007334566972055472
1772702164078414600,0.13741455078125,0.011776362511515617,-0.013504921603482215,-0.005883687743730843
1772702164088464600,0.147464599609375,-0.000793196204304695,-0.007079747394192964,-0.002164014200051315
1772702164098513700,0.157513671875,0.009230185160040856,-0.0001283573537133634,0.004589063089620322
1772702164108563700,0.167563720703125,0.004131985238194465,-0.0022327274881303307,0.00608654880549293
1772702164118612700,0.17761279296875,-0.006792728880047798,0.001552325742226094,-0.007833218942885287
1772702164128662800,0.187662841796875,0.0006944120049476623,0.00821015792991966,-0.0028136646146653217
1772702164138711800,0.1977119140625,0.012965864557027817,-0.0018730638628825544,-0.0028468590647913513
1772702164148761900,0.207761962890625,0.002792261067032814,0.006119122201111167,0.008228885463275945
1772702164158810600,0.217810546875,0.0027910920232534406,0.004511467808764428,-0.002858786964602768
1772702164168860700,0.227860595703125,0.003836217162013054,0.003431380954477936,-0.0037165271719451992
1772702164178909700,0.23790966796875,0.000692073917388916,-0.002595459853298962,0.0004937292005401105
1772702164188959500,0.24795947265625,0.00039221418797969816,-0.014392445027735084,0.004131423549191095
1772702164199008800,0.2580087890625,0.006080196696519852,-0.00115649482505396,-0.0036709846968995406
1772702164209058800,0.268058837890625,0.006828384715318679,-0.0059337191642262034,-0.00855874303872697
1772702164219107600,0.278107666015625,0.012066285368800162,0.006162541217729449,-0.005268798115244135
1772702164229157600,0.28815771484375,0.014460487028956413,-0.0005843392265960574,0.008907209416525438
1772702164239207000,0.29820703125,0.0023404256463050842,0.007449457489419728,-0.014981186434812842
1772702164249256700,0.308256591796875,0.013415361890196799,-0.0035344942690804597,0.013419554008124395
1772702164259305700,0.3183056640625,0.012962357425689696,-0.012058960578870027,0.00411235352254007
1772702164269355800,0.328355712890625,0.0024894787281751632,0.001212006138265133,0.008276871057157404
1772702164279404500,0.338404541015625,0.0038379707276821134,-0.006171162915602326,0.007310839036596007
1772702164289454600,0.34845458984375,0.0006938274830579757,0.00003187470929697156,-0.011342555937822907
1772702164299503900,0.35850390625,0.017003157249093053,0.008344926758110523,0.021841016601165754
1772702164309553700,0.3685537109375,-0.004845686465501785,0.004497841142211109,0.010263624427584
1772702164319602700,0.378602783203125,0.011318681871891022,-0.0005796995840966702,-0.0035407596130855377
1772702164329652700,0.38865283203125,0.012816811475157737,0.007254665569681674,-0.00213253678297624
1772702164339701800,0.39870166015625,0.007581833431124687,-0.012288312355335802,0.00282583910964895
1772702164349751800,0.408751708984375,0.015813070681691167,-0.0033429354860447344,-0.015083998355315997
1772702164359800800,0.41880078125,0.014912322449684143,0.005904712265450507,-0.020801357655390165
1772702164369850600,0.4288505859375,0.003239420312643051,0.009247866947203875,-0.017248163252416997
1772702164379899600,0.438899658203125,-0.007834346887469291,0.008403050153516233,0.00047558618907351044
1772702164389949700,0.44894970703125,0.006529109507799148,0.0377941624738276,-0.010021646064985543
1772702164399998700,0.458998779296875,0.009072364249825477,0.003241155612003058,-0.005211556069250218
1772702164410048800,0.469048828125,-0.0023006781578063964,-0.01107875390248373,0.002186426961258985
1772702164420097800,0.479097900390625,0.009370470413565635,-0.007639189641550183,0.004286276184185408
1772702164430147600,0.489147705078125,-0.00020399813950061797,-0.007145834900345653,0.009148393194680101
1772702164440196900,0.49919677734375,-0.004541735082864761,0.009086502373032272,0.001514875242090784
1772702164450247000,0.509246826171875,-0.005887888994812965,0.022060130111407488,0.013786843817401676
1772702164460295700,0.519295654296875,-0.002449146717786789,-0.004013254229351878,0.012457700405758805
