time,seconds_elapsed,x,y,z
1772702647057043700,4.003044,0.016018,-0.011873,-0.049822
1772702647067093800,4.013094,0.016464,-0.004163,-0.047423
1772702647077143600,4.023144,0.006955,-0.014646,-0.047727
1772702647087193600,4.033194,0.000570,-0.008274,-0.037520
1772702647097244000,4.043244,-0.015406,-0.020497,-0.052055
1772702647107294000,4.053294,-0.045548,-0.020527,-0.068363
1772702647117342700,4.063343,-0.027979,-0.038231,-0.082157
1772702647127392800,4.073393,-0.024495,-0.035860,-0.059819
1772702647137442800,4.083443,0.007726,-0.037980,-0.065666
1772702647147492900,4.093493,0.014439,-0.061177,-0.043653
1772702647157542700,4.103543,0.009013,-0.035924,-0.050521
1772702647167592700,4.113593,-0.008017,-0.039926,-0.069873
1772702647177642800,4.123643,0.007926,-0.027934,-0.074789
1772702647187691800,4.133692,0.018548,-0.012204,-0.039428
1772702647197741800,4.143742,0.037713,-0.013517,-0.041111
1772702647207791900,4.153792,0.025749,-0.025777,-0.049091
1772702647217842000,4.163842,0.029285,-0.026374,-0.050073
1772702647227891700,4.173892,0.023684,-0.031770,-0.072053
1772702647237941800,4.183942,0.030583,-0.024750,-0.075124
1772702647247991800,4.193992,0.023737,-0.020503,-0.065020
1772702647258041900,4.204042,0.017100,-0.010249,-0.047245
1772702647268090600,4.214091,0.009489,-0.007816,-0.007448
1772702647278140700,4.224141,-0.028886,0.010967,-0.012985
1772702647288190700,4.234191,-0.052689,0.013806,-0.042313
1772702647298241000,4.244241,-0.053309,0.013887,-0.063258
1772702647308290800,4.254291,-0.041391,0.015305,-0.053463
1772702647318340900,4.264341,-0.020890,0.013945,-0.045929
1772702647328391000,4.274391,0.014410,-0.000325,-0.032834
1772702647338441000,4.284441,0.042244,-0.009201,-0.040770
1772702647348489700,4.294490,0.001234,0.014125,-0.038625
1772702647358539800,4.304540,-0.004017,0.009666,-0.038286
1772702647368589800,4.314590,-0.006724,0.010500,-0.072710
1772702647378639600,4.324640,-0.030396,0.014242,-0.072502
1772702647388689700,4.334690,-0.025437,-0.005421,-0.066631
1772702647398739700,4.344740,-0.038926,-0.033672,-0.059126
1772702647408789800,4.354790,-0.045684,-0.024681,-0.025743
1772702647418839800,4.364840,0.008183,-0.013417,-0.018269
1772702647428888800,4.374889,0.049141,-0.012517,-0.021894
