time,seconds_elapsed,x,y,z
1772702698216163300,6.001163,-0.000436,-0.002194,-0.004606
1772702698226213400,6.011213,0.002956,-0.008376,-0.001184
1772702698236262700,6.021263,-0.000803,-0.008160,-0.000903
1772702698246312700,6.031313,0.001165,-0.007854,-0.001977
1772702698256362500,6.041363,0.000051,-0.004465,-0.003474
1772702698266412500,6.051413,0.000324,-0.002235,-0.001502
1772702698276462600,6.061463,0.000079,-0.000416,-0.000818
1772702698286512600,6.071513,0.004421,0.000469,-0.000801
1772702698296562400,6.081563,0.002717,0.002681,-0.000164
1772702698306612500,6.091613,0.005223,0.004109,-0.002629
1772702698316662500,6.101663,0.001087,0.000413,-0.000917
1772702698326712600,6.111713,0.003351,0.002449,-0.002286
1772702698336762400,6.121762,0.003500,-0.000263,-0.000408
1772702698346812400,6.131812,0.005997,-0.001595,-0.000193
1772702698356862500,6.141863,0.005919,-0.003440,-0.002902
1772702698366912500,6.151913,0.004293,-0.001760,-0.002964
1772702698376962300,6.161962,0.004407,0.002208,-0.000149
1772702698387012600,6.172013,0.006370,0.004461,-0.001741
1772702698397062700,6.182063,0.006099,0.015708,0.000209
1772702698407111400,6.192111,0.004972,0.015045,-0.001972
1772702698417161500,6.202161,0.006377,0.011714,0.002875
1772702698427211500,6.212211,0.003984,0.003783,-0.002594
1772702698437261600,6.222261,0.001062,-0.006100,-0.001083
1772702698447311400,6.232311,0.001071,-0.006582,-0.001667
1772702698457361400,6.242361,0.000128,-0.009291,-0.003381
1772702698467411500,6.252411,0.000445,-0.008639,0.000632
1772702698477461500,6.262461,0.006305,-0.006548,0.000882
1772702698487511300,6.272511,0.006283,-0.002272,0.002627
1772702698497561300,6.282561,0.006199,-0.000412,0.006708
1772702698507611400,6.292611,0.001462,0.006866,0.006682
1772702698517661700,6.302662,0.001382,0.007588,0.004237
1772702698527711500,6.312711,0.003465,-0.001281,0.006642
1772702698537761500,6.322761,0.004403,-0.008810,0.006671
1772702698547811600,6.332812,0.002942,-0.011776,0.007479
1772702698557861600,6.342862,0.000559,-0.012160,0.004951
1772702698567911400,6.352911,-0.001579,-0.012374,0.008243
1772702698577961500,6.362961,0.001532,-0.017307,0.005785
1772702698588010500,6.373010,0.000022,-0.016567,0.004768
1772702698598060500,6.383061,-0.000033,-0.006841,0.006043
1772702698608110300,6.393110,0.001296,0.001430,0.003406
1772702698618160400,6.403160,0.000166,0.007372,0.007417
