time,seconds_elapsed,x,y,z
1772701787233208000,5.008208,7.839264,3.367268,-16.131333
1772701787243256800,5.018257,8.430338,2.238776,-18.228467
1772701787253305900,5.028306,8.060375,0.860794,-18.566281
1772701787263353900,5.038354,8.215159,-0.236283,-17.728185
1772701787273403000,5.048403,9.466689,-1.312737,-16.422183
1772701787283452000,5.058452,11.216804,-1.507376,-15.791242
1772701787293500000,5.068500,12.267204,-0.833890,-15.815965
1772701787303549000,5.078549,12.507674,-0.130089,-15.952821
1772701787313598000,5.088598,12.372100,0.721030,-15.388783
1772701787323646000,5.098646,11.381174,1.587848,-13.687936
1772701787333695000,5.108695,9.473484,1.923558,-10.501983
1772701787343743700,5.118744,7.176086,1.839071,-6.496164
1772701787353792000,5.128792,5.268455,1.275514,-2.404386
1772701787363840800,5.138841,3.764248,0.654636,1.327168
1772701787373890000,5.148890,2.322129,0.171422,4.655798
1772701787383937800,5.158938,0.600050,-0.378774,7.366753
1772701787393986800,5.168987,-0.868078,-1.096463,9.202877
1772701787404035800,5.179036,-2.263259,-1.394526,10.335564
1772701787414083800,5.189084,-3.133676,-1.571396,11.198338
1772701787424132900,5.199133,-3.864407,-1.772128,11.939114
1772701787434182000,5.209182,-4.350050,-2.068999,12.250907
1772701787444230000,5.219230,-4.846644,-2.436823,12.790153
1772701787454279000,5.229279,-5.711164,-2.689211,13.052657
1772701787464328000,5.239328,-6.377506,-2.833067,13.306138
1772701787474377000,5.249377,-7.142464,-2.706637,13.381831
1772701787484424700,5.259425,-8.007479,-2.472569,13.212290
1772701787494474000,5.269474,-8.609398,-2.164479,13.091965
1772701787504522800,5.279523,-9.180794,-1.702187,12.800347
1772701787514571000,5.289571,-9.737762,-1.143071,12.462063
1772701787524619800,5.299620,-10.172030,-0.775747,12.183862
1772701787534668800,5.309669,-10.537702,-0.546127,11.307155
1772701787544716800,5.319717,-9.394638,-0.493924,10.133506
1772701787554765800,5.329766,-8.060340,-0.448656,8.940090
1772701787564814800,5.339815,-7.583153,-0.556548,8.003025
1772701787574862800,5.349863,-7.234423,-0.606087,7.328000
