time,seconds_elapsed,x,y,z
1772702132507875600,1.009875,-0.000048,-0.017324,-0.003242
1772702132517924600,1.019925,-0.010693,-0.003770,0.005434
1772702132527974700,1.029975,0.007531,-0.005402,-0.002945
1772702132538023700,1.040024,-0.007447,0.005549,0.008426
1772702132548073700,1.050074,0.010311,0.008459,0.008724
1772702132558122800,1.060123,0.009467,-0.004728,0.011119
1772702132568172800,1.070173,0.020052,-0.004889,0.015604
1772702132578221800,1.080222,0.012375,-0.010127,0.001987
1772702132588271900,1.090272,0.001093,0.004269,0.004680
1772702132598320600,1.100321,0.001178,0.010350,0.017700
1772702132608370700,1.110371,0.005345,0.012765,-0.000706
1772702132618420000,1.120420,0.011153,-0.008874,0.011118
1772702132628469800,1.130470,0.002353,-0.008680,-0.007738
1772702132638518800,1.140519,0.020707,0.005044,0.003483
1772702132648568800,1.150569,0.011704,-0.004075,0.003332
1772702132658617900,1.160618,0.012497,-0.015899,0.003329
1772702132668668000,1.170668,0.001014,-0.009179,0.006023
1772702132678718000,1.180718,0.003868,0.004856,-0.004746
1772702132688766700,1.190767,-0.003294,0.002603,-0.000706
1772702132698816800,1.200817,0.001209,0.002204,0.010665
1772702132708865800,1.210866,0.001973,0.002239,0.015453
1772702132718915600,1.220916,-0.014540,0.004907,-0.009984
1772702132728964900,1.230965,0.004958,0.003094,0.006626
1772702132739015000,1.241015,-0.001000,-0.010975,0.011563
1772702132749063700,1.251064,0.017619,-0.011384,0.015004
1772702132759113700,1.261114,0.009374,-0.005702,0.001679
1772702132769163000,1.271163,0.009631,0.009471,-0.006851
1772702132779212800,1.281213,-0.002309,0.020360,-0.005507
1772702132789261800,1.291262,-0.007303,0.001595,0.007061
1772702132799312000,1.301312,-0.011568,0.002480,0.006163
1772702132809360600,1.311361,0.013246,-0.007311,0.009905
1772702132819410700,1.321411,0.003541,0.007614,0.002869
1772702132829459700,1.331460,0.010168,0.002735,0.008104
1772702132839509800,1.341510,0.009407,0.000520,0.002567
1772702132849558800,1.351559,0.000224,-0.007212,-0.003567
1772702132859608800,1.361609,-0.006706,0.008648,-0.006855
1772702132869657900,1.371658,0.012409,-0.005714,0.010203
1772702132879708000,1.381708,0.009401,-0.003358,0.012748
1772702132889758000,1.391758,0.005707,0.005675,0.009762
1772702132899806700,1.401807,0.004441,0.011641,0.011559
1772702132909856800,1.411857,-0.001817,0.017413,0.008867
1772702132919905800,1.421906,0.003875,0.000717,0.011712
1772702132929955800,1.431956,-0.011577,0.000067,0.003331
1772702132940004900,1.442005,0.007872,-0.015400,0.004525
1772702132950055000,1.452055,0.011302,-0.009968,0.014704
1772702132960103700,1.462104,0.003142,-0.022332,0.018144
1772702132970153700,1.472154,0.022849,-0.002628,0.004974
1772702132980202800,1.482203,0.003900,-0.001122,0.006320
1772702132990252800,1.492253,0.011481,0.009718,-0.009543
1772702133000301800,1.502302,0.005297,0.021975,-0.000714
1772702133010351900,1.512352,0.008523,0.013044,0.003624
1772702133020400600,1.522401,-0.013087,-0.000743,0.004672
1772702133030451000,1.532451,-0.017741,-0.005373,0.008861
1772702133040499700,1.542500,-0.014241,-0.018339,0.007518
1772702133050549800,1.552550,-0.003519,-0.010647,-0.000408
1772702133060598800,1.562599,0.015376,-0.010621,0.001839
1772702133070648600,1.572649,0.007179,-0.005542,0.006778
1772702133080697900,1.582698,0.008722,0.008827,0.008876
1772702133090748000,1.592748,0.003320,0.012541,0.001993
1772702133100798000,1.602798,-0.004564,-0.000527,0.019951
1772702133110846700,1.612847,0.028019,0.000957,0.010075
1772702133120896800,1.622897,0.006264,0.005434,-0.005041
1772702133130945800,1.632946,0.001438,-0.002437,0.002743
1772702133140995800,1.642996,0.018202,0.003201,0.004835
1772702133151044900,1.653045,-0.001820,0.004722,0.008576
1772702133161095000,1.663095,-0.005697,0.004319,0.003932
1772702133171143700,1.673144,0.002780,0.000610,-0.012080
1772702133181193700,1.683194,0.006463,0.003017,0.006026
1772702133191242800,1.693243,0.004053,0.014254,0.014255
1772702133201292800,1.703293,0.008471,-0.000310,0.012460
1772702133211341800,1.713342,0.004544,-0.003593,0.000789
1772702133221391600,1.723392,0.006536,-0.009665,-0.005946
1772702133231441000,1.733441,0.025822,0.001973,-0.005646
1772702133241491000,1.743491,0.021629,-0.008709,0.000789
1772702133251539700,1.753540,0.008853,0.022891,0.003482
1772702133261589800,1.763590,-0.006223,0.001746,0.009917
1772702133271638800,1.773639,0.000996,0.011842,0.010967
1772702133281688600,1.783688,0.010061,0.002533,0.014708
1772702133291738600,1.793739,0.018697,-0.003158,0.006777
1772702133301788000,1.803788,-0.002978,-0.010276,-0.005192
1772702133311837700,1.813838,0.007102,-0.006074,0.014264
1772702133321886700,1.823887,-0.010739,-0.014787,0.010074
1772702133331936800,1.833937,-0.000788,0.002535,0.012915
1772702133341985800,1.843986,0.014318,0.011374,-0.000852
1772702133352035800,1.854036,0.005394,0.008783,0.012766
1772702133362084900,1.864085,-0.004142,0.002164,0.001844
1772702133372134700,1.874135,0.013826,-0.010756,-0.003247
1772702133382183700,1.884184,0.021887,-0.011420,0.008578
1772702133392233700,1.894234,0.008008,-0.005575,-0.002346
1772702133402282800,1.904283,-0.001194,0.001907,-0.001451
1772702133412332800,1.914333,-0.009329,-0.010252,-0.004147
1772702133422381800,1.924382,0.009988,-0.011701,-0.007589
1772702133432431600,1.934432,-0.002276,0.013519,0.009022
1772702133442481000,1.944481,-0.006737,0.007207,0.007077
1772702133452531000,1.954531,0.012806,-0.010578,-0.001453
1772702133462579700,1.964580,0.002057,-0.013407,-0.008341
1772702133472629800,1.974630,0.002885,0.000635,0.019340
1772702133482678800,1.984679,0.008830,0.003090,-0.001611
1772702133492728800,1.994729,0.019874,0.005554,-0.001017
1772702133502777900,2.004778,0.005996,-0.005419,0.008706
1772702133512828000,2.014828,0.021173,0.011932,0.009755
1772702133522877700,2.024878,0.013144,0.004877,0.006313
1772702133532926700,2.034927,0.012900,0.013742,0.004068
1772702133542976300,2.044976,-0.004395,0.009938,-0.005510
1772702133553025000,2.055025,0.014647,0.009774,0.001672
1772702133563075000,2.065075,-0.002133,-0.003568,-0.002367
1772702133573124000,2.075124,0.002650,0.006724,-0.004908
1772702133583174000,2.085174,0.004813,-0.008890,-0.014334
1772702133593223200,2.095223,0.025234,0.004108,0.009908
1772702133603273200,2.105273,-0.007109,-0.003119,0.002872
1772702133613322000,2.115322,-0.003045,-0.012087,0.006018
1772702133623372000,2.125372,-0.011566,-0.011207,-0.003701
1772702133633421000,2.135421,-0.013263,-0.008024,0.002885
1772702133643471000,2.145471,0.005113,-0.006011,0.001989
1772702133653520100,2.155520,0.008978,-0.004032,0.005880
1772702133663570200,2.165570,0.007792,0.010110,0.004531
1772702133673619000,2.175619,-0.003006,0.013022,0.017249
1772702133683669000,2.185669,0.001356,-0.010461,0.011264
1772702133693718300,2.195718,0.007702,-0.019419,-0.001460
1772702133703768000,2.205768,0.012162,-0.006811,-0.003110
1772702133713817000,2.215817,-0.001381,-0.011049,-0.002511
1772702133723867100,2.225867,-0.001688,-0.002620,-0.002661
1772702133733917000,2.235917,0.016396,-0.007821,-0.002363
1772702133743966200,2.245966,0.004988,0.001672,-0.005058
1772702133754016300,2.256016,0.017391,-0.002518,0.017084
1772702133764065000,2.266065,0.002927,0.015176,-0.001471
1772702133774115000,2.276115,-0.007719,0.004459,0.001378
1772702133784164000,2.286164,0.020577,0.006183,0.013496
1772702133794214000,2.296214,0.010706,0.004239,-0.000424
1772702133804263200,2.306263,0.020802,0.016364,-0.007008
1772702133814313200,2.316313,0.012503,0.011191,-0.001769
1772702133824362000,2.326362,0.012755,0.001934,-0.000722
1772702133834412000,2.336412,0.011018,0.000369,0.003622
1772702133844461000,2.346461,0.011776,-0.001813,-0.002661
1772702133854511000,2.356511,-0.007203,-0.008785,0.007815
1772702133864560000,2.366560,-0.019709,-0.014405,-0.000866
1772702133874610200,2.376610,-0.012726,-0.000345,0.003324
1772702133884659000,2.386659,0.008752,0.009540,-0.007750
1772702133894709000,2.396709,0.004496,-0.002848,0.001980
1772702133904758000,2.406758,0.004859,-0.002745,0.006616
1772702133914808000,2.416808,0.000548,-0.004257,0.010205
1772702133924857000,2.426857,0.020050,0.003212,-0.000120
1772702133934907000,2.436907,0.000139,-0.004661,0.000478
1772702133944956200,2.446956,0.000275,0.005199,0.008110
1772702133955006200,2.457006,0.008237,-0.000276,-0.004162
1772702133965056300,2.467056,-0.004248,-0.007525,-0.004014
1772702133975105000,2.477105,-0.007655,-0.009540,0.004663
1772702133985155000,2.487155,0.014809,0.005985,0.019479
1772702133995204000,2.497204,0.008576,0.013939,0.013346
1772702134005254100,2.507254,-0.003454,-0.002725,0.004668
1772702134015303200,2.517303,0.004454,-0.008058,0.000627
1772702134025353200,2.527353,-0.006344,-0.002240,-0.004311
1772702134035402000,2.537402,0.010880,-0.000271,0.019780
1772702134045452000,2.547452,0.018697,-0.006317,0.020679
1772702134055501000,2.557501,0.015059,0.019271,0.010949
1772702134065551000,2.567551,0.008424,-0.009878,-0.011498
1772702134075600100,2.577600,-0.008325,-0.011718,0.011397
1772702134085650000,2.587650,-0.003532,-0.004448,-0.004762
1772702134095699000,2.597699,-0.000371,-0.001466,0.004512
1772702134105749200,2.607749,0.010123,0.002634,0.006457
1772702134115798000,2.617798,0.020957,0.000304,0.011992
1772702134125848000,2.627848,-0.002870,0.006254,0.000022
1772702134135897000,2.637897,0.002435,0.000565,-0.006113
1772702134145947000,2.647947,0.006559,0.002639,0.004957
1772702134155996200,2.657996,0.008901,-0.003884,0.007350
1772702134166046200,2.668046,-0.006430,-0.007332,0.007350
1772702134176095000,2.678095,0.003489,0.006534,0.006599
1772702134186145000,2.688145,-0.003956,-0.003185,0.006897
1772702134196195000,2.698195,0.015217,-0.007259,0.010639
1772702134206244000,2.708244,0.002108,0.006463,-0.005524
1772702134216294100,2.718294,-0.010047,-0.001106,-0.000887
1772702134226343200,2.728343,-0.007149,-0.000846,-0.002984
1772702134236393000,2.738393,-0.013205,0.012612,-0.006130
1772702134246442000,2.748442,-0.010330,-0.011129,-0.006430
1772702134256492000,2.758492,0.009288,-0.004932,0.011977
1772702134266541000,2.768541,0.014779,-0.004493,0.011529
1772702134276591000,2.778591,0.003594,-0.004369,0.000153
1772702134286640000,2.788640,-0.020795,0.003640,-0.008828
1772702134296690000,2.798690,-0.001991,0.012315,-0.005087
1772702134306739200,2.808739,-0.013186,0.010675,0.002398
1772702134316789200,2.818789,-0.002267,0.013402,-0.011665
1772702134326838000,2.828838,-0.002860,0.009752,0.011979
1772702134336888000,2.838888,-0.003300,0.008064,0.004344
1772702134346937000,2.848937,0.001758,-0.012638,-0.004633
1772702134356987000,2.858987,0.022729,-0.010227,0.008381
1772702134367036200,2.869036,0.006372,-0.004727,-0.010924
1772702134377086200,2.879086,0.009985,-0.002974,0.001493
1772702134387135000,2.889135,0.014153,-0.001809,0.012268
1772702134397185000,2.899185,0.007696,0.001059,0.007629
1772702134407235000,2.909235,0.005608,0.010282,0.015410
1772702134417284000,2.919284,0.002842,0.010364,-0.008377
1772702134427334100,2.929334,0.012784,0.011274,0.002247
1772702134437383200,2.939383,-0.005858,-0.000299,0.010475
1772702134447433000,2.949433,0.002832,-0.000706,0.012868
1772702134457482000,2.959482,0.003336,-0.018318,0.005385
1772702134467532000,2.969532,0.004395,-0.004084,0.001045
1772702134477581000,2.979581,0.007223,0.002683,0.000894
1772702134487631000,2.989631,-0.005491,0.004379,0.000146
1772702134497680100,2.999680,-0.007149,-0.005090,0.010019
