time,seconds_elapsed,x,y,z
1772701752529551000,1.002551,-0.649568,0.746890,0.803130
1772701752539598800,1.012599,-0.669082,0.577191,0.855866
1772701752549648100,1.022648,-0.741188,0.409882,0.817922
1772701752559696000,1.032696,-0.985312,0.431157,0.838575
1772701752569744000,1.042744,-1.379217,0.617641,1.003907
1772701752579793000,1.052793,-1.672461,0.314608,1.219244
1772701752589841000,1.062841,-1.737859,0.069204,1.529397
1772701752599890000,1.072890,-1.817901,-0.115061,2.019011
1772701752609938000,1.082938,-1.366866,-0.057631,1.881983
1772701752619987000,1.092987,-0.548475,0.899326,1.168541
1772701752630035000,1.103035,0.294995,1.332824,0.461809
1772701752640084000,1.113084,1.119760,0.750700,0.115988
1772701752650132000,1.123132,1.485644,0.282635,-0.135699
1772701752660180000,1.133180,1.402335,0.178127,-0.301896
1772701752670229000,1.143229,1.146554,0.502724,-0.344400
1772701752680277000,1.153277,0.790807,0.850874,-0.303000
1772701752690326000,1.163326,0.429104,1.067897,-0.275497
1772701752700374000,1.173374,0.109352,1.116070,-0.301977
1772701752710423000,1.183423,-0.173880,1.206711,-0.317089
1772701752720470800,1.193471,-0.411545,1.323680,-0.313508
1772701752730520000,1.203520,-0.624474,1.452772,-0.307638
1772701752740567800,1.213568,-0.809931,1.541496,-0.349301
1772701752750616000,1.223616,-0.902412,1.632873,-0.413576
1772701752760664800,1.233665,-0.972511,1.626238,-0.479030
1772701752770712800,1.243713,-1.000464,1.507431,-0.464671
1772701752780761900,1.253762,-1.004536,1.272035,-0.329994
1772701752790809900,1.263810,-0.854560,0.989477,-0.130552
1772701752800859000,1.273859,-0.627820,0.473936,0.016713
1772701752810907000,1.283907,-0.418517,-0.233347,0.101692
1772701752820955100,1.293955,-0.255966,-0.511233,0.182411
1772701752831004000,1.304004,-0.227613,-0.450908,0.199925
1772701752841052200,1.314052,-0.249803,-0.376111,0.140500
1772701752851101000,1.324101,-0.262944,-0.488162,0.088234
1772701752861149200,1.334149,-0.311441,-0.814129,-0.030513
1772701752871198000,1.344198,-0.391058,-1.291429,-0.270252
1772701752881246000,1.354246,-0.483611,-1.860191,-0.486886
1772701752891295000,1.364295,-0.825688,-2.509419,-0.547705
1772701752901343000,1.374343,-1.427097,-2.604090,-0.575988
1772701752911391000,1.384391,-1.509067,-1.960302,-0.422246
1772701752921440000,1.394440,-1.314858,-0.612213,-0.066044
1772701752931488000,1.404488,-1.197147,0.785455,0.285460
1772701752941537000,1.414537,-1.256435,1.291481,0.486908
1772701752951585000,1.424585,-1.264479,1.086401,0.492941
1772701752961634000,1.434634,-1.106107,0.579201,0.405240
1772701752971682000,1.444682,-0.957600,-0.010639,0.290751
1772701752981730800,1.454731,-0.953415,-0.121373,0.164762
1772701752991778800,1.464779,-0.924360,0.029657,-0.012672
1772701753001827000,1.474827,-0.837127,0.139855,-0.306644
1772701753011875800,1.484876,-0.730445,0.097164,-0.653233
1772701753021924000,1.494924,-0.574571,-0.170841,-0.997064
1772701753031972900,1.504973,-0.298537,-0.542274,-1.167427
1772701753042021000,1.515021,0.070609,-0.767292,-1.118561
1772701753052070000,1.525070,0.445983,-0.653600,-0.886218
1772701753062118100,1.535118,0.778109,-0.240799,-0.668928
1772701753072166000,1.545166,1.123931,0.071068,-0.715888
1772701753082215200,1.555215,1.495672,0.226171,-0.813363
1772701753092263000,1.565263,1.919612,0.214406,-0.771093
1772701753102312000,1.575312,2.165204,0.180623,-0.561098
1772701753112360000,1.585360,2.072118,0.305290,-0.374373
1772701753122409000,1.595409,1.770180,0.525076,-0.293632
1772701753132457000,1.605457,1.360574,0.555808,-0.204745
1772701753142506000,1.615506,0.959494,-0.025245,-0.080895
1772701753152554000,1.625554,0.725218,-0.947074,-0.090417
1772701753162602000,1.635602,0.643475,-1.633964,-0.088001
1772701753172651000,1.645651,0.638068,-1.435405,0.006476
1772701753182699000,1.655699,0.754830,-0.501193,0.121458
1772701753192747300,1.665747,1.055749,0.596542,0.153309
1772701753202795500,1.675795,1.191110,1.513242,0.185096
1772701753212844300,1.685844,0.822070,1.617635,0.110940
1772701753222892500,1.695893,0.084079,0.574578,-0.166156
1772701753232941300,1.705941,-0.387367,-0.935144,-0.491089
1772701753242989300,1.715989,-0.575793,-1.629109,-0.603238
1772701753253037600,1.726038,-0.899451,-1.566681,-0.663177
1772701753263086300,1.736086,-1.249170,-1.122719,-0.713772
1772701753273134600,1.746135,-1.507850,-0.631662,-0.649720
1772701753283183400,1.756183,-1.583809,-0.087747,-0.465689
1772701753293231400,1.766231,-1.551071,0.322435,-0.152381
1772701753303280400,1.776280,-1.239946,0.529278,0.075952
1772701753313328400,1.786328,-0.762430,0.494380,0.251714
1772701753323377400,1.796377,-0.227166,0.280208,0.436952
1772701753333425400,1.806425,0.122963,0.174538,0.546341
1772701753343473400,1.816473,0.384736,0.282225,0.573875
1772701753353522200,1.826522,0.593264,0.358404,0.590510
1772701753363570400,1.836570,0.757061,0.329746,0.593232
1772701753373619200,1.846619,0.859128,0.275440,0.551186
1772701753383667500,1.856667,0.900618,0.219976,0.473116
1772701753393716200,1.866716,0.908180,0.212073,0.345900
1772701753403764500,1.876764,0.928273,0.214793,0.200355
1772701753413812500,1.886813,0.922549,0.228613,0.040432
1772701753423861500,1.896862,0.904087,0.207346,-0.086334
1772701753433909500,1.906909,0.882391,0.098220,-0.183876
1772701753443958500,1.916958,0.835532,-0.053823,-0.257427
1772701753454006500,1.927007,0.757809,-0.161958,-0.310636
1772701753464055300,1.937055,0.622232,-0.172082,-0.340323
1772701753474103600,1.947104,0.429308,-0.032130,-0.341087
1772701753484152300,1.957152,0.213040,0.113760,-0.373887
1772701753494200600,1.967201,0.068824,0.048029,-0.388979
1772701753504249300,1.977249,-0.065239,-0.026785,-0.396566
1772701753514297600,1.987298,-0.203312,-0.085866,-0.423219
1772701753524345300,1.997345,-0.268941,-0.088321,-0.459795
1772701753534394600,2.007395,-0.221314,-0.138600,-0.470409
1772701753544442400,2.017442,-0.067143,-0.044006,-0.469665
1772701753554491400,2.027491,0.231309,0.087105,-0.422388
1772701753564539400,2.037539,0.731387,-0.057783,-0.282905
